show_id,type,title,director,,country,date_added,Release year,rating,duration,genre,RatingCategory
s6396,Movie,Butterfield 8,Daniel Mann,,United States,01-11-2001,2019,TV-14,108 min,"Classic Movies, Dramas, Romantic Movies",Teens
s6397,Movie,Cézanne et moi,Daniele Thompson,,"Belgium, France",01-09-2007,2017,R,114 min,"Dramas, Independent Movies, International Movies",Adults
s6398,Movie,Cabin Fever,Travis Zariwny,,United States,01-06-2006,2019,R,98 min,"Horror Movies, Thrillers",Adults
s6399,TV Show,Cabins in the Wild with Dick Strawbridge,Not Available,,United Kingdom,01-09-2015,2018,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",Teens
s6400,Movie,Cahaya Dari Timur Beta Maluku,Angga Dwimas Sasongko,,Indonesia,01-10-2005,2018,TV-14,151 min,"Dramas, International Movies, Sports Movies",Teens
s6401,Movie,Caida del Cielo,Néstor Sánchez Sotelo,,Argentina,01-01-2020,2017,TV-MA,78 min,"Comedies, International Movies, Romantic Movies",Adults
s6402,TV Show,Cain and Abel,Not Available,,South Korea,01-03-2012,2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Adults
s6403,Movie,Cake,Asim Abbasi,,"United Kingdom, Pakistan",01-05-2015,2019,TV-MA,125 min,"Comedies, Dramas, International Movies",Adults
s6404,Movie,Calendar Girls,Madhur Bhandarkar,,India,01-10-2015,2017,TV-14,126 min,"Dramas, International Movies",Teens
s6405,TV Show,Calico Critters,Not Available,,Not Available,01-11-2001,2018,TV-Y,1 Season,Kids' TV,Kids
s6406,Movie,Calico Critters: A Town of Dreams,Momoko Kamiya,,Not Available,01-11-2001,2018,TV-Y,11 min,Children & Family Movies,Kids
s6407,Movie,Calico Critters: The Treasure of Calico Village,Momoko Kamiya,,Not Available,01-11-2001,2018,TV-Y,22 min,Children & Family Movies,Kids
s6408,TV Show,Call Me Francis,Not Available,,Italy,01-12-2016,2016,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Teens
s6409,TV Show,Camelia la Texana,Carlos Bolado,,"Mexico, United States",01-02-2001,2017,TV-14,1 Season,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Teens
s6410,Movie,Camera Store,Scott Marshall Smith,,United States,01-08-2020,2017,TV-MA,104 min,"Comedies, Dramas",Adults
s6411,Movie,Camp Cool Kids,Lisa Arnold,,United States,01-01-2001,2018,TV-G,104 min,"Children & Family Movies, Comedies, Dramas",Adults
s6412,TV Show,Camp X,Not Available,,Canada,01-02-2001,2019,TV-MA,1 Season,Docuseries,Adults
s6413,Movie,Camp X-Ray,Peter Sattler,,United States,01-01-2014,2017,R,117 min,"Dramas, Independent Movies",Adults
s6414,TV Show,Can We Get Married?,Not Available,,South Korea,01-05-2022,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Teens
s6415,Movie,Can't Hardly Wait,"Harry Elfont, Deborah Kaplan",,United States,01-01-2001,2021,PG-13,101 min,"Comedies, Romantic Movies",Teens
s6416,Movie,Candyman,Bernard Rose,,"United States, United Kingdom",01-10-2001,2019,R,99 min,"Cult Movies, Horror Movies",Adults
s6417,TV Show,Cannabis,Not Available,,France,01-12-2015,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Adults
s6418,Movie,Capital in the Twenty-First Century,Justin Pemberton,,"France, New Zealand",01-09-2008,2020,TV-14,103 min,Documentaries,Teens
s6419,Movie,Cappuccino,Noushad,,India,01-07-2001,2018,TV-PG,126 min,"Comedies, Dramas, International Movies",Teens
s6420,Movie,Cardboard Gangsters,Mark O'Connor,,Ireland,01-09-2015,2018,TV-MA,92 min,"Dramas, International Movies",Adults
s6421,TV Show,Care Bears: Welcome to Care-a-Lot,Not Available,,United States,01-08-2002,2019,TV-Y,1 Season,Kids' TV,Kids
s6422,Movie,Caregiver,Chito S. Roño,,Philippines,01-03-2005,2019,TV-14,131 min,"Dramas, International Movies",Teens
s6423,Movie,Carol,Todd Haynes,,"United Kingdom, United States, Australia",01-10-2020,2020,R,119 min,"Dramas, LGBTQ Movies, Romantic Movies",Adults
s6424,Movie,Carrie,Brian De Palma,,United States,01-06-2001,2019,R,98 min,"Classic Movies, Cult Movies, Horror Movies",Adults
s6425,Movie,Carriers,"Àlex Pastor, David Pastor",,United States,01-11-2020,2019,PG-13,85 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",Teens
s6426,Movie,Casa de mi Padre,Matt Piedmont,,"United States, Mexico",01-11-2014,2012,R,84 min,Comedies,Adults
s6427,TV Show,Case Closed,Not Available,,Japan,01-01-2004,2019,TV-14,1 Season,"Anime Series, Crime TV Shows, TV Thrillers",Teens
s6428,Movie,Casino Royale,Martin Campbell,,"United Kingdom, Czech Republic, United States, Germany, Bahamas",01-08-1931,2020,PG-13,145 min,Action & Adventure,Teens
s6429,Movie,Casino Tycoon,Wong Jing,,Hong Kong,01-08-2001,2018,TV-MA,125 min,"Action & Adventure, Dramas, International Movies",Adults
s6430,Movie,Casino Tycoon 2,Wong Jing,,Hong Kong,01-08-2016,2018,TV-MA,108 min,"Action & Adventure, Dramas, International Movies",Adults
s6431,TV Show,Castle of Stars,Not Available,,Not Available,01-09-2007,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Adults
s6432,Movie,Cat on a Hot Tin Roof,Richard Brooks,,United States,01-11-2001,2019,NR,108 min,"Classic Movies, Dramas",Adults
s6433,Movie,Catching the Sun,Shalini Kantayya,,"China, Germany, India, United States",01-04-2022,2016,TV-14,74 min,Documentaries,Teens
s6434,Movie,Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,,"United States, Australia",01-02-2001,2019,PG,82 min,"Children & Family Movies, Comedies",Teens
s6435,Movie,Catwalk: Tales from the Cat Show Circuit,"Aaron Hancox, Michael McNamara",,Canada,01-01-2007,2019,TV-PG,75 min,"Documentaries, International Movies",Teens
s6436,Movie,Cave,Henrik Martin Dahlsbakken,,Norway,01-06-2015,2017,TV-MA,77 min,"Action & Adventure, International Movies, Thrillers",Adults
s6437,Movie,Celluloid Man,Shivendra Singh Dungarpur,,India,01-04-2001,2017,TV-PG,156 min,"Documentaries, International Movies",Teens
s6438,Movie,Center Stage,Nicholas Hytner,,United States,01-01-2001,2020,PG-13,116 min,Dramas,Teens
s6439,Movie,Chaar Sahibzaade,Harry Baweja,,India,01-11-2001,2018,TV-PG,126 min,"Dramas, Faith & Spirituality, International Movies",Teens
s6440,Movie,Chal Dhar Pakad,Aatmaram Dharne,,India,01-03-2015,2018,TV-14,129 min,"Comedies, Dramas, International Movies",Teens
s6441,Movie,Chal Mere Bhai,David Dhawan,,India,01-12-1931,2019,TV-14,132 min,"Comedies, International Movies, Romantic Movies",Teens
s6442,Movie,Chalay Thay Saath,Umer Adil,,Pakistan,01-05-2015,2018,TV-14,118 min,"Comedies, Dramas, International Movies",Teens
s6443,Movie,Chandani: The Daughter of the Elephant Whisperer,Arne Birkenstock,,"Germany, Sri Lanka",01-03-2001,2017,TV-G,87 min,"Documentaries, International Movies",Adults
s6444,Movie,Change in the Air,Dianne Dreyer,,United States,01-03-2001,2020,PG,95 min,Dramas,Teens
s6445,Movie,Chaotic Love Poems,Garin Nugroho,,Indonesia,01-01-2005,2019,TV-14,86 min,"Dramas, International Movies, Romantic Movies",Teens
s6446,Movie,Chappaquiddick,John Curran,,"United States, Sweden",01-10-2001,2018,PG-13,106 min,Dramas,Teens
s6447,Movie,Charlie and the Chocolate Factory,Tim Burton,,"United Kingdom, United States",01-01-2001,2020,PG,115 min,"Children & Family Movies, Comedies",Teens
s6448,Movie,Charlie's Angels: Full Throttle,McG,,United States,01-10-2001,2019,PG-13,106 min,"Action & Adventure, Comedies",Teens
s6449,Movie,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto",,United States,01-11-2023,2019,G,94 min,"Children & Family Movies, Classic Movies",Kids
s6450,Movie,Chashme Buddoor,David Dhawan,,India,01-05-2001,2017,TV-PG,121 min,"Comedies, International Movies, Music & Musicals",Teens
s6451,Movie,Chasing Amy,Kevin Smith,,United States,01-01-2001,2020,R,113 min,"Comedies, Cult Movies, Dramas",Adults
s6452,TV Show,Chasing Monsters,Not Available,,Canada,Unknown,2017,TV-PG,2 Seasons,"Docuseries, Reality TV, Science & Nature TV",Teens
s6453,Movie,Chasing the Dragon,"Wong Jing, Jason Kwan",,"Hong Kong, China",01-04-2019,2018,TV-MA,129 min,"Action & Adventure, Dramas, International Movies",Adults
s6454,Movie,Chasing Trane,John Scheinfeld,,United States,01-11-2013,2017,TV-PG,99 min,"Documentaries, Music & Musicals",Teens
s6455,Movie,Chauthi Koot,Gurvinder Singh,,"India, France",01-02-2001,2017,TV-14,116 min,"Dramas, Independent Movies, International Movies",Teens
s6456,TV Show,Cheapest Weddings,Not Available,,Australia,01-12-2001,2017,TV-14,1 Season,"International TV Shows, Reality TV",Teens
s6457,TV Show,Cheers,Not Available,,United States,Unknown,2017,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies",Teens
s6458,TV Show,Chef & My Fridge,Not Available,,South Korea,Unknown,2017,TV-PG,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV",Teens
s6459,Movie,Chernobyl Diaries,Bradley Parker,,United States,01-08-2001,2018,R,88 min,"Horror Movies, Thrillers",Adults
s6460,TV Show,Chewin' the Fat,Not Available,,United Kingdom,01-10-2001,2016,TV-14,1 Season,"British TV Shows, TV Comedies",Teens
s6461,TV Show,Chewing Gum,Not Available,,United Kingdom,Unknown,2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",Adults
s6462,Movie,Chhota Bheem Aur Kaala Yodha,"Sidheswar Shukla, Asit Mohapatra",,Not Available,01-05-2010,2019,TV-Y7,63 min,Movies,Kids
s6463,Movie,Chhota Bheem Ka Romani Adventure,"Asit Mohapatra, Shyamal Chaulia",,Not Available,01-05-2010,2019,TV-Y7,62 min,Children & Family Movies,Kids
s6464,Movie,Chhota Bheem Ka Troll Se Takkar,"Shyamal Chaulia, Asit Mohapatra",,Not Available,01-05-2010,2019,TV-Y7,62 min,Movies,Kids
s6465,Movie,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das",,India,01-08-2015,2019,TV-Y7,112 min,Children & Family Movies,Kids
s6466,Movie,Chicken Kokkachi,Anuranjan Premji,,India,01-07-2001,2018,TV-14,113 min,"Comedies, International Movies",Teens
s6467,Movie,Chicken Little,Mark Dindal,,United States,01-03-2016,2016,G,82 min,"Children & Family Movies, Comedies",Kids
s6468,Movie,Chief Daddy,Niyi Akinmolayan,,Nigeria,01-03-2015,2019,TV-MA,98 min,"Comedies, Dramas, International Movies",Adults
s6469,Movie,Child's Play,Tom Holland,,United States,01-12-1931,2019,R,87 min,"Cult Movies, Horror Movies",Adults
s6470,TV Show,Chill with Bob Ross,Not Available,,Not Available,01-12-2001,2016,TV-G,1 Season,TV Shows,Adults
s6471,Movie,China Salesman,Tan Bing,,China,01-09-2024,2018,TV-MA,111 min,"Action & Adventure, International Movies",Adults
s6472,Movie,Chingo Bling: They Can't Deport Us All,Luis Lopez,,Not Available,01-06-2001,2017,TV-MA,63 min,Stand-Up Comedy,Adults
s6473,Movie,Chittagong,Bedabrata Pain,,"United States, India, Bangladesh",01-01-2001,2018,NR,105 min,"Dramas, Independent Movies, International Movies",Adults
s6474,Movie,Chitty Chitty Bang Bang,Ken Hughes,,"United Kingdom, United States",01-01-2001,2020,G,146 min,"Children & Family Movies, Classic Movies, Comedies",Kids
s6475,Movie,Chloe,Atom Egoyan,,"United States, Canada, France",01-01-2001,2020,R,96 min,"Independent Movies, Thrillers",Adults
s6476,Movie,Chris Brown: Welcome to My Life,Andrew Sandler,,United States,01-10-2007,2017,TV-MA,80 min,"Documentaries, Music & Musicals",Adults
s6477,Movie,Christian Mingle,Corbin Bernsen,,United States,01-06-2006,2019,PG,99 min,"Comedies, Faith & Spirituality, Romantic Movies",Teens
s6478,TV Show,Christiane Amanpour: Sex & Love Around the World,Not Available,,United States,01-09-1930,2018,TV-MA,1 Season,Docuseries,Adults
s6479,Movie,Christmas Crush,Marita Grabiak,,"Canada, United States",01-11-2004,2019,TV-PG,87 min,"Comedies, Romantic Movies",Teens
s6480,Movie,Christmas in the Smokies,Gary Wheeler,,United States,01-03-2001,2019,TV-G,88 min,"Children & Family Movies, Dramas, Romantic Movies",Adults
s6481,Movie,Christmas with the Kranks,Joe Roth,,United States,01-01-2001,2019,PG,99 min,"Children & Family Movies, Comedies",Teens
s6482,Movie,Christopher Robin,Marc Forster,,United States,01-03-2005,2019,PG,104 min,"Children & Family Movies, Comedies, Dramas",Teens
s6483,Movie,Chronicle of an Escape,Israel Adrián Caetano,,Argentina,01-06-2015,2018,R,104 min,"Dramas, International Movies, Thrillers",Adults
s6484,TV Show,Chuck Chicken,Not Available,,Malaysia,01-11-2015,2017,TV-Y7,1 Season,Kids' TV,Kids
s6485,Movie,Chupan Chupai,Mohsin Ali,,Pakistan,01-01-2015,2019,TV-14,118 min,"Comedies, International Movies",Teens
s6486,Movie,Chupke Chupke,Hrishikesh Mukherjee,,India,01-12-1931,2019,TV-PG,127 min,"Classic Movies, Comedies, International Movies",Teens
s6487,Movie,Cirque du Freak: The Vampire's Assistant,Paul Weitz,,United States,01-04-2016,2018,PG-13,109 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Teens
s6488,TV Show,City in the Sky,Not Available,,United Kingdom,01-10-2001,2017,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Teens
s6489,Movie,City of God,"Fernando Meirelles, Katia Lund",,"Brazil, France, Germany",01-01-2001,2020,R,130 min,"Dramas, Independent Movies, International Movies",Adults
s6490,Movie,City of Tiny Lights,Pete Travis,,United Kingdom,01-07-2021,2017,TV-MA,110 min,"Dramas, International Movies, Thrillers",Adults
s6491,TV Show,Civilizations,Not Available,,United Kingdom,01-10-2001,2018,TV-14,1 Season,"British TV Shows, Docuseries",Teens
s6492,Movie,Clarence Clemons: Who Do I Think I Am?,Nick Mead,,United States,01-11-2014,2019,TV-MA,88 min,"Documentaries, Music & Musicals",Adults
s6493,Movie,Clash of the Titans,Louis Leterrier,,"United States, United Kingdom, Australia",01-08-2001,2019,PG-13,106 min,"Action & Adventure, Sci-Fi & Fantasy",Teens
s6494,Movie,Class of '61,Gregory Hoblit,,United States,01-04-2001,2018,TV-PG,91 min,Dramas,Teens
s6495,Movie,Class Rank,Eric Stoltz,,United States,01-09-2018,2018,TV-MA,103 min,Comedies,Adults
s6496,TV Show,Classic Legends,Not Available,,India,01-05-2015,2017,TV-PG,1 Season,"Docuseries, International TV Shows",Teens
s6497,Movie,Cleopatra Jones,Jack Starrett,,United States,01-11-2001,2019,PG,89 min,"Action & Adventure, Classic Movies",Teens
s6498,Movie,Click,Frank Coraci,,United States,01-01-2001,2020,PG-13,108 min,"Comedies, Sci-Fi & Fantasy",Teens
s6499,TV Show,Click for Murder,Not Available,,United Kingdom,01-09-2017,2017,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Teens
s6500,Movie,Clive Davis: The Soundtrack of Our Lives,Chris Perkel,,United States,01-09-2017,2019,TV-MA,124 min,"Documentaries, Music & Musicals",Adults
s6501,Movie,Closed Circuit,John Crowley,,"United Kingdom, United States",01-10-2016,2017,R,96 min,"Dramas, Thrillers",Adults
s6502,Movie,Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer",,"Germany, United States, Hong Kong, Singapore",01-08-2001,2017,R,172 min,"Action & Adventure, Cult Movies, Dramas",Adults
s6503,Movie,Clouds of Sils Maria,Olivier Assayas,,"France, Germany, Switzerland",01-02-2012,2017,R,124 min,"Dramas, International Movies",Adults
s6504,Movie,Cloverfield,Matt Reeves,,United States,01-01-2001,2020,PG-13,85 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Teens
s6505,TV Show,Club Friday The Series 6,Not Available,,Not Available,01-03-2009,2019,TV-MA,9 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",Adults
s6506,TV Show,Club Friday The Series 7,Not Available,,Not Available,01-06-2018,2018,TV-MA,7 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",Adults
s6507,TV Show,Club Friday The Series 8,Not Available,,Not Available,01-02-2002,2019,TV-MA,8 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",Adults
s6508,TV Show,Club Friday To Be Continued - Friend & Enemy,Not Available,,Not Available,01-04-2020,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Adults
s6509,TV Show,Club Friday To Be Continued - My Beautiful Tomboy,Not Available,,Not Available,01-04-2013,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Adults
s6510,TV Show,Club Friday To Be Continued - The Promise,Not Available,,Not Available,01-04-2020,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Adults
s6511,Movie,Coach Carter,Thomas Carter,,"United States, Germany",01-01-2001,2020,PG-13,137 min,"Dramas, Sports Movies",Teens
s6512,Movie,Code Name: The Cleaner,Les Mayfield,,United States,01-11-2001,2019,PG-13,91 min,"Action & Adventure, Comedies",Teens
s6513,Movie,Coffee with D,Vishal Mishra,,India,01-11-2001,2017,TV-PG,120 min,"Comedies, Independent Movies, International Movies",Teens
s6514,TV Show,Cold Case Files,Not Available,,United States,01-09-2015,2019,TV-14,1 Season,"Crime TV Shows, Docuseries",Teens
s6515,TV Show,Cold Case Files Classic,Not Available,,United States,01-09-2015,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",Adults
s6516,Movie,Colkatay Columbus,Saurav Palodhi,,India,01-03-1930,2017,TV-14,118 min,"Comedies, Dramas, Independent Movies",Teens
s6517,Movie,Colonia,Florian Gallenberger,,"Germany, France, Luxembourg, United Kingdom, United States",01-07-2014,2018,R,110 min,"Dramas, Independent Movies, International Movies",Adults
s6518,Movie,Colours of Passion,Ketan Mehta,,India,01-05-2025,2018,TV-14,114 min,"Dramas, International Movies",Teens
s6519,Movie,Come and Find Me,Zack Whedon,,"Canada, United States, United Kingdom",01-09-2018,2019,R,112 min,"Dramas, Thrillers",Adults
s6520,TV Show,Comedy Bang! Bang!,Not Available,,United States,Unknown,2016,TV-14,5 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",Teens
s6521,TV Show,Comedy High School,Not Available,,Not Available,01-07-2001,2018,TV-14,1 Season,"International TV Shows, TV Comedies",Teens
s6522,Movie,Command and Control,Robert Kenner,,United States,01-05-2015,2017,TV-PG,92 min,Documentaries,Teens
s6523,Movie,Company,Ram Gopal Varma,,India,01-03-2001,2018,TV-MA,137 min,"Action & Adventure, Dramas, International Movies",Adults
s6524,Movie,Compulsion,Craig Goodwill,,"United Kingdom, Canada, Italy",01-10-2004,2018,TV-MA,84 min,"Dramas, Thrillers",Adults
s6525,TV Show,Conan Without Borders,Not Available,,United States,01-12-1931,2018,TV-14,1 Season,"Docuseries, TV Comedies",Teens
s6526,Movie,Concrete Football,"Jesse Adang, Syrine Boulanouar",,"Czech Republic, France",01-09-2001,2017,TV-MA,52 min,"Documentaries, International Movies, Sports Movies",Adults
s6527,Movie,Concussion,Stacie Passon,,United States,01-08-2002,2018,R,96 min,"Dramas, Independent Movies, LGBTQ Movies",Adults
s6528,Movie,Conjuring Spirit,Van M. Pham,,Vietnam,01-08-2028,2018,TV-MA,112 min,"Horror Movies, International Movies, Thrillers",Adults
s6529,Movie,Conor McGregor: Notorious,Gavin Fitzgerald,,Ireland,01-03-2021,2018,R,90 min,"Documentaries, Sports Movies",Adults
s6530,Movie,Consequences ,Ozan Açıktan,,Turkey,01-10-2025,2019,TV-MA,106 min,"Dramas, International Movies, Thrillers",Adults
s6531,Movie,Contract,Ram Gopal Varma,,India,01-03-2002,2019,TV-14,116 min,"Action & Adventure, Dramas, Independent Movies",Teens
s6532,Movie,Convict,Abdul Aziz Hashad,,Not Available,01-06-2013,2019,TV-14,97 min,"Dramas, International Movies",Teens
s6533,TV Show,Cooking on High,Not Available,,United States,01-06-2022,2018,TV-MA,1 Season,Reality TV,Adults
s6534,Movie,Cool Hand Luke,Stuart Rosenberg,,United States,01-01-2001,2021,TV-14,127 min,"Classic Movies, Dramas",Teens
s6535,Movie,Cop and a Half: New Recruit,Jon Rosenbaum,,Canada,01-08-2017,2017,PG,96 min,"Children & Family Movies, Comedies",Teens
s6536,Movie,Cop Watchers,Ben Steele,,Not Available,01-08-2001,2017,TV-MA,45 min,"Documentaries, International Movies",Adults
s6537,Movie,Coraline,Henry Selick,,United States,01-03-2016,2017,PG,101 min,Children & Family Movies,Teens
s6538,Movie,Counterfeiting in Suburbia,Jason Bourque,,Canada,01-07-2001,2018,TV-14,88 min,"Dramas, Thrillers",Teens
s6539,TV Show,Court Justice,Not Available,,Australia,01-10-2002,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Adults
s6540,Movie,Covered: Alive in Asia,"Micah Bickham, Galley Molina",,United States,01-03-1931,2016,TV-G,75 min,"Documentaries, Faith & Spirituality, Music & Musicals",Adults
s6541,Movie,Crash,Paul Haggis,,"United States, Germany",01-10-2001,2019,R,112 min,"Dramas, Independent Movies",Adults
s6542,Movie,CRD,Kranti Kanade,,India,01-04-2029,2019,TV-MA,110 min,"Comedies, Dramas, Independent Movies",Adults
s6543,TV Show,Crime Time,Not Available,,France,01-01-1931,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Adults
s6544,Movie,"Crouching Tiger, Hidden Dragon",Ang Lee,,"Taiwan, Hong Kong, United States, China",01-03-2001,2019,PG-13,120 min,"Action & Adventure, International Movies, Romantic Movies",Teens
s6545,Movie,Cult of Chucky,Don Mancini,,United States,01-10-2003,2017,R,90 min,Horror Movies,Adults
s6546,Movie,Cutie and the Boxer,Zachary Heinzerling,,United States,01-06-2014,2018,R,82 min,Documentaries,Adults
s6547,Movie,Daagdi Chaawl,Chandrakant Kanse,,India,01-02-2015,2018,TV-14,118 min,"Action & Adventure, Dramas, International Movies",Teens
s6548,Movie,Dabbe 6: The Return,Hasan Karacadağ,,Turkey,01-04-2017,2019,TV-MA,153 min,"Horror Movies, International Movies",Adults
s6549,Movie,Dad,Gary David Goldberg,,United States,01-04-2001,2018,PG,117 min,Dramas,Teens
s6550,TV Show,Dad's Army,Not Available,,United Kingdom,Unknown,2018,TV-PG,10 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",Teens
s6551,Movie,Daddy Day Care,Steve Carr,,United States,01-01-2001,2019,PG,93 min,"Children & Family Movies, Comedies",Teens
s6552,Movie,Daddy Issues,Amara Cash,,United States,01-09-2020,2019,TV-MA,82 min,"Dramas, Independent Movies, LGBTQ Movies",Adults
s6553,Movie,Daemonium,Pablo Parés,,Argentina,01-12-2020,2016,NR,115 min,"Action & Adventure, Horror Movies, International Movies",Adults
s6554,Movie,Daffedar,Johnson Esthappan,,India,01-07-2001,2018,TV-14,151 min,"Dramas, International Movies",Teens
s6555,Movie,Dagh Ujala,Raj Amit Kumar,,"United States, India",01-04-2001,2018,TV-MA,103 min,"Dramas, Independent Movies, International Movies",Adults
s6556,Movie,Dallas Buyers Club,Jean-Marc Vallée,,United States,01-01-2016,2018,R,117 min,"Dramas, Independent Movies, LGBTQ Movies",Adults
s6557,TV Show,Dance Academy,Not Available,,Australia,01-12-2020,2017,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Teens
s6558,Movie,Dance Academy: The Comeback,Jeffrey Walker,,"Germany, Australia",01-07-2002,2018,TV-PG,100 min,"Dramas, International Movies",Teens
s6559,Movie,Dancing Quietly,Philipp Eichholtz,,Germany,01-04-2001,2017,TV-MA,70 min,"Dramas, Independent Movies, International Movies",Adults
s6560,TV Show,Dandy,Not Available,,Mexico,01-03-1931,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Adults
s6561,TV Show,Dangerous Roads,Not Available,,United Kingdom,Unknown,2019,TV-MA,2 Seasons,"British TV Shows, Docuseries",Adults
s6562,Movie,Danny Says,Brendan Toller,,United States,01-03-2002,2017,TV-MA,103 min,"Documentaries, Music & Musicals",Adults
s6563,Movie,Dante's Peak,Roger Donaldson,,United States,01-09-2001,2019,PG-13,108 min,Action & Adventure,Teens
s6564,Movie,Dare to Be Wild,Not Available,,Ireland,01-04-2001,2018,TV-PG,100 min,"Dramas, Independent Movies, Romantic Movies",Teens
s6565,Movie,Dark Chocolate (Bengali Version),Agnidev Chatterjee,,India,01-12-2015,2017,TV-MA,91 min,"Dramas, International Movies, Thrillers",Adults
s6566,Movie,Dark Crimes,Alexandros Avranas,,"United Kingdom, Poland, United States",01-10-2015,2019,R,93 min,"Dramas, Thrillers",Adults
s6567,Movie,Dark Places,Gilles Paquet-Brenner,,"United States, United Kingdom, France",01-07-2026,2018,R,113 min,"Dramas, International Movies, Thrillers",Adults
s6568,Movie,Darna Mana Hai,Prawal Raman,,India,01-08-2001,2019,TV-MA,116 min,"Horror Movies, International Movies, Thrillers",Adults
s6569,TV Show,Darr Sabko Lagta Hai,Not Available,,India,01-03-2001,2018,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers",Adults
s6570,Movie,Darra,Parveen Kumar,,India,01-10-2015,2017,TV-14,121 min,"Dramas, International Movies",Teens
s6571,Movie,Daughters of the Dust,Julie Dash,,"United Kingdom, United States",01-06-2010,2017,NR,112 min,"Classic Movies, Dramas, Independent Movies",Adults
s6572,TV Show,Day and Night,Not Available,,China,01-03-2023,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Adults
s6573,TV Show,Days We Stared at the Sun,Not Available,,Taiwan,01-03-1931,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",Adults
s6574,Movie,Dayveon,Amman Abbasi,,United States,01-01-2011,2018,TV-MA,76 min,"Dramas, Independent Movies",Adults
s6575,Movie,De Film van Dylan Haegens,"Dylan Haegens, Bas van Teylingen",,Netherlands,01-04-2017,2019,TV-PG,81 min,"Comedies, International Movies",Teens
s6576,Movie,De Palma,"Noah Baumbach, Jake Paltrow",,United States,01-11-2021,2018,R,110 min,Documentaries,Adults
s6577,Movie,Dead in a Week (Or Your Money Back),Tom Edmunds,,United Kingdom,01-03-2001,2019,TV-MA,90 min,Comedies,Adults
s6578,Movie,Deadline: Sirf 24 Ghante,Tanveer Khan,,India,01-12-1931,2019,TV-14,97 min,"Independent Movies, International Movies, Thrillers",Teens
s6579,Movie,Deadly Scholars,Danny J. Boyle,,United States,01-02-2015,2019,TV-14,86 min,"Dramas, Thrillers",Teens
s6580,Movie,Dean,Demetri Martin,,United States,01-03-2015,2020,PG-13,94 min,"Comedies, Dramas, Independent Movies",Teens
s6581,Movie,Dear Dad,Tanuj Bhramar,,India,01-03-2002,2019,TV-14,83 min,"Comedies, Dramas, Independent Movies",Teens
s6582,Movie,Dear Dracula,Chad Van De Keere,,United States,01-02-2018,2016,TV-Y7-FV,43 min,"Children & Family Movies, Comedies",Adults
s6583,Movie,Dear Santa,Jason Priestley,,Canada,01-11-2004,2019,TV-PG,92 min,"Comedies, Romantic Movies",Teens
s6584,Movie,Death at a Funeral,Neil LaBute,,United States,01-08-2001,2020,R,93 min,Comedies,Adults
s6585,Movie,Death House,Harrison Smith,,United States,01-05-2005,2019,R,88 min,Horror Movies,Adults
s6586,Movie,Deathgrip,Clay Porter,,United Kingdom,01-03-2001,2018,TV-MA,53 min,"International Movies, Sports Movies",Adults
s6587,TV Show,Deep Undercover Collection,Not Available,,United States,01-07-2020,2018,TV-MA,3 Seasons,"Crime TV Shows, Docuseries",Adults
